,Unnamed: 0,Country,Total Cases,New Cases,Total deaths,New Deaths,Total Recovered,Active Cases,Serious/Critical,Tot. Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Date
298,298,Albania,361,+28,20 ,,104,237,7,125,7.0,"2,396",833,2020-04-06
299,299,Afghanistan,349,+40,7 ,,15,327,,9,0.2,,,2020-04-06
300,300,Burkina Faso,345,+27,17 ,+1,90,238,,17,0.8,,,2020-04-06
301,301,Jordan,345,+22,5 ,,110,230,5,34,0.5,,,2020-04-06
302,302,Réunion,344,+10, ,,40,304,4,384,,,,2020-04-06
303,303,Uzbekistan,342,+76,2 ,,30,310,8,10,0.06,,,2020-04-06
304,304,Cuba,320,+32,8 ,+2,15,297,11,28,0.7,"5,234",462,2020-04-06
305,305,Channel Islands,309,+47,6 ,+1,27,276,,"1,777",35.0,,,2020-04-06
306,306,Oman,298,+21,2 ,,61,235,3,58,0.4,,,2020-04-06
307,307,Honduras,268,+4,22 ,+7,6,240,10,27,2.0,,,2020-04-06
308,308,San Marino,266,+7,32 ,,35,199,14,"7,839",943.0,586,"17,270",2020-04-06
309,309,Ivory Coast,261,+16,3 ,+2,37,221,,10,0.1,,,2020-04-06
310,310,Vietnam,241,+1, ,,90,151,3,2,,"88,551",910,2020-04-06
311,311,Palestine,237,+20,1 ,,25,211,,46,0.2,"12,738","2,497",2020-04-06
312,312,Nigeria,232,+18,5 ,+1,33,194,2,1,0.02,"4,000",19,2020-04-06
313,313,Mauritius,227,+31,7 ,,7,213,1,178,6.0,,,2020-04-06
314,314,Malta,227,+14, ,,5,222,3,514,,"10,358","23,459",2020-04-06
315,315,Senegal,222,+3,2 ,,82,138,1,13,0.1,,,2020-04-06
316,316,Ghana,214,+9,5 ,,31,178,2,7,0.2,,,2020-04-06
317,317,Montenegro,214,+13,2 ,,1,211,4,341,3.0,"1,637","2,606",2020-04-06
318,318,Niger,184,+40,10 ,+2,13,161,,8,0.4,"4,012",166,2020-04-06
319,319,Faeroe Islands,181,, ,,99,82,1,"3,704",,"4,890","100,076",2020-04-06
320,320,Sri Lanka,176,+10,5 ,,33,138,5,8,0.2,,,2020-04-06
321,321,Georgia,174,+12,2 ,+1,36,136,6,44,0.5,"2,762",692,2020-04-06
322,322,Venezuela,159,+4,7 ,,52,100,6,6,0.2,"1,779",63,2020-04-06
323,323,Bolivia,157,+18,10 ,,2,145,3,13,0.9,591,51,2020-04-06
324,324,DRC,154,,18 ,,3,133,,2,0.2,,,2020-04-06
325,325,Martinique,149,+4,4 ,+1,50,95,21,397,11.0,,,2020-04-06
326,326,Mayotte,147,+13,2 ,,14,131,3,539,7.0,479,"1,756",2020-04-06
327,327,Kyrgyzstan,147,+3,1 ,,9,137,5,23,0.2,"9,618","1,474",2020-04-06
328,328,Kenya,142,+16,4 ,,4,134,2,3,0.07,"3,836",71,2020-04-06
329,329,Guadeloupe,135,+1,7 ,,31,97,14,337,17.0,,,2020-04-06
330,330,Brunei ,135,,1 ,,73,61,3,309,2.0,"8,129","18,581",2020-04-06
331,331,Isle of Man,127,+1,1  ,,,126,,"1,494",12.0,"1,334","15,688",2020-04-06
332,332,Guinea,121,+10, ,,5,116,,9,,,,2020-04-06
333,333,Cambodia,114,, ,,50,64,1,7,,"5,768",345,2020-04-06
334,334,Trinidad and Tobago,104,+1,7 ,+1,1,96,,74,5.0,797,569,2020-04-06
335,335,Paraguay,104,+8,3 ,,12,89,2,15,0.4,"1,381",194,2020-04-06
336,336,Rwanda,104,+2, ,,4,100,,8,,,,2020-04-06
337,337,Gibraltar,103,+5, ,,52,51,,"3,057",,"1,345","39,922",2020-04-06
338,338,Bangladesh,88,+18,9 ,+1,33,46,1,0.5,0.05,"2,914",18,2020-04-06
339,339,Liechtenstein,77,,1 ,,,76,,"2,020",26.0,900,"23,605",2020-04-06
340,340,Monaco,73,+7,1 ,,3,69,4,"1,860",25.0,,,2020-04-06
341,341,Madagascar,72,+2, ,,2,70,6,3,,,,2020-04-06
342,342,Guatemala,70,+9,3 ,+1,15,52,3,4,0.2,"1,134",63,2020-04-06
343,343,French Guiana,68,+7, ,,27,41,1,228,,,,2020-04-06
344,344,Aruba,64,, ,,1,63,,599,,869,"8,139",2020-04-06
345,345,El Salvador,62,+6,3 ,,2,57,4,10,0.5,,,2020-04-06
346,346,Djibouti,59,+9, ,,9,50,,60,,,,2020-04-06
347,347,Jamaica,58,+5,3 ,,8,47,,20,1.0,540,182,2020-04-06
348,348,Barbados,56,+4,1 ,+1,6,49,4,195,3.0,527,"1,834",2020-04-06
349,349,Uganda,52,+4, ,,,52,,1,,"2,629",57,2020-04-06
350,350,Congo,45,+23,5 ,+3,2,38,,8,0.9,,,2020-04-06
351,351,Mali,45,+4,5 ,+2,1,39,,2,0.2,,,2020-04-06
352,352,Togo,44,+3,3 ,,20,21,,5,0.4,,,2020-04-06
353,353,Macao,44,, ,,10,34,,68,,,,2020-04-06
354,354,Ethiopia,43,+5,2 ,+2,4,37,1,0.4,0.02,"1,843",16,2020-04-06
355,355,French Polynesia,41,+1, ,,,41,,146,,612,"2,179",2020-04-06
356,356,Cayman Islands,39,+4,1 ,,1,37,,593,15.0,365,"5,554",2020-04-06
357,357,Zambia,39,,1 ,,3,35,,2,0.05,619,34,2020-04-06
358,358,Bermuda,37,, ,,14,23,,594,,298,"4,785",2020-04-06
359,359,Saint Martin,32,+8,2 ,,7,23,6,828,52.0,,,2020-04-06
360,360,Bahamas,29,+1,5 ,+1,4,20,1,74,13.0,,,2020-04-06
361,361,Eritrea,29,, ,,,29,,8,,,,2020-04-06
362,362,Sint Maarten,25,+2,4 ,,1,20,,583,93.0,82,"1,912",2020-04-06
363,363,Guyana,24,+1,4 ,,,20,,31,5.0,93,118,2020-04-06
364,364,Tanzania,22,+2,1 ,,3,18,,0.4,0.02,,,2020-04-06
365,365,Benin,22,+6, ,,5,17,,2,,,,2020-04-06
366,366,Gabon,21,,1 ,,1,19,,9,0.4,,,2020-04-06
367,367,Haiti,21,+1,1 ,+1,1,19,,2,0.09,247,22,2020-04-06
368,368,Myanmar,21,,1 ,,,20,,0.4,0.02,,,2020-04-06
369,369,Syria,19,+3,2 ,,2,15,,1,0.1,,,2020-04-06
370,370,Maldives,19,, ,,13,6,,35,,,,2020-04-06
371,371,Libya,18,,1 ,,,17,,3,0.1,294,43,2020-04-06
372,372,Guinea-Bissau,18,, ,,,18,,9,,,,2020-04-06
373,373,New Caledonia,18,+1, ,,1,17,,63,,"1,983","6,946",2020-04-06
374,374,Equatorial Guinea,16,, ,,1,15,,11,,,,2020-04-06
375,375,Namibia,16,+2, ,,3,13,,6,,301,118,2020-04-06
376,376,Antigua and Barbuda,15,, ,,,15,1,153,,40,408,2020-04-06
377,377,Angola,14,+4,2 ,,2,10,,0.4,0.06,,,2020-04-06
378,378,Dominica,14,, ,,,14,,194,,255,"3,542",2020-04-06
379,379,Mongolia,14,, ,,2,12,,4,,,,2020-04-06
380,380,Saint Lucia,14,, ,,1,13,,76,,,,2020-04-06
381,381,Liberia,13,+3,3 ,+2,3,7,,3,0.6,,,2020-04-06
382,382,Sudan,12,+2,2 ,,2,8,,0.3,0.05,,,2020-04-06
383,383,Fiji,12,, ,,,12,,13,,,,2020-04-06
384,384,Grenada,12,, ,,,12,2,107,,45,400,2020-04-06
385,385,Curaçao,11,,1 ,,5,5,,67,6.0,,,2020-04-06
386,386,Greenland,11,, ,,3,8,,194,,542,"9,547",2020-04-06
387,387,Laos,11,+1, ,,,11,,2,,604,83,2020-04-06
388,388,Suriname,10,,1 ,,,9,,17,2.0,,,2020-04-06
389,389,Mozambique,10,, ,,1,9,,0.3,,338,11,2020-04-06
390,390,Saint Kitts and Nevis,10,+1, ,,,10,,188,,149,"2,801",2020-04-06
391,391,Seychelles,10,, ,,,10,,102,,,,2020-04-06
392,392,MS Zaandam,9,,2 ,,,7,,,,,,2020-04-06
393,393,Zimbabwe,9,,1 ,,,8,,0.6,0.07,316,21,2020-04-06
394,394,Nepal,9,, ,,1,8,,0.3,,"1,521",52,2020-04-06
395,395,Chad,9,, ,,,9,,0.5,,,,2020-04-06
396,396,Eswatini,9,, ,,,9,,8,,,,2020-04-06
397,397,CAR,8,, ,,,8,,2,,,,2020-04-06
398,398,Cabo Verde,7,,1 ,,,6,,13,2.0,,,2020-04-06
399,399,Vatican City,7,, ,,,7,,"8,739",,,,2020-04-06
400,400,St. Vincent Grenadines,7,, ,,1,6,,63,,,,2020-04-06
401,401,Somalia,7,, ,,1,6,,0.4,,,,2020-04-06
402,402,Botswana,6,+2,1 ,,,5,,3,0.4,966,411,2020-04-06
403,403,Mauritania,6,,1 ,,2,3,,1,0.2,67,14,2020-04-06
404,404,Nicaragua,6,+1,1 ,,,5,,0.9,0.2,,,2020-04-06
405,405,Montserrat,6,, ,,,6,,"1,202",,,,2020-04-06
406,406,St. Barth,6,, ,,1,5,,607,,,,2020-04-06
407,407,Sierra Leone,6,+2, ,,,6,,0.8,,,,2020-04-06
408,408,Turks and Caicos,5,,1 ,+1,,4,,129,26.0,,,2020-04-06
409,409,Belize,5,+1, ,,,5,1,13,,102,257,2020-04-06
410,410,Bhutan,5,, ,,2,3,,6,,,,2020-04-06
411,411,Gambia,4,,1 ,,2,1,,2,0.4,,,2020-04-06
412,412,Malawi,4,, ,,,4,,0.2,,,,2020-04-06
413,413,Western Sahara,4,, ,,,4,,7,,,,2020-04-06
414,414,Anguilla,3,, ,,,3,,200,,,,2020-04-06
415,415,British Virgin Islands,3,, ,,,3,,99,,,,2020-04-06
416,416,Burundi,3,, ,,,3,,0.3,,,,2020-04-06
417,417,Caribbean Netherlands,2,, ,,,2,,76,,10,381,2020-04-06
418,418,Falkland Islands,2,+1, ,,,2,,575,,,,2020-04-06
419,419,Papua New Guinea,1,, ,,,1,,0.1,,72,8,2020-04-06
420,420,Saint Pierre Miquelon,1,+1, ,,,1,,173,,,,2020-04-06
421,421,South Sudan,1,+1, ,,,1,,0.09,,,,2020-04-06
422,422,Timor-Leste,1,, ,,,1,,0.8,,,,2020-04-06
423,423,Total:,"1,272,862","+71,409","69,425","+4,738","264,492","938,945","45,619",163.3,8.9,,,2020-04-06
